Predicted Value,Price
615605.2647907648,550000.0
1442168.6666666667,1600000.0
880993.0619053142,1072500.0
349941.9793650793,433000.0
1244495.9285484785,995000.0
685112.3333333333,715000.0
738164.4428571429,610000.0
1564620.8386363639,2300000.0
954932.5370645523,1200500.0
689848.588095238,792000.0
1016178.7340159836,1080000.0
1329865.0666666664,1360000.0
810552.1547619049,779000.0
1165247.913769564,1100000.0
390504.4937500001,320000.0
840998.3976190476,682500.0
953969.0,845000.0
1980373.6964705882,1650000.0
373594.4666666666,362000.0
1198606.5,1260000.0
965721.42,950000.0
1417814.2380952379,1346000.0
739274.7833333334,700000.0
1432124.333333333,1170000.0
1366686.876,1311000.0
1306337.8227955115,1225000.0
1151872.823809524,975000.0
824914.5476190475,785000.0
1389343.9798925517,1661000.0
655399.3756190477,596000.0
993012.6666666667,881000.0
992776.3,950000.0
607263.1030844157,590000.0
514303.01507936505,455000.0
974267.6,767500.0
1070639.6904761905,950000.0
1082551.4426666666,965000.0
568639.880952381,490000.0
1507326.3333333335,1405000.0
1045100.8333333334,1050000.0
475938.67619047646,521000.0
1997081.7,2210000.0
513275.6454731079,580000.0
726218.8500000001,577000.0
2802435.776,2375000.0
446558.3009738422,500000.0
1283195.0119963367,1051000.0
687180.5944444445,720000.0
692117.6682565879,720000.0
2485067.916666667,2180000.0
464172.40952380956,392250.0
1912707.0,2130000.0
710323.374,656000.0
339315.3,423750.0
809049.1666666666,840000.0
1408374.0000000002,1175000.0
2168083.3333333335,2714000.0
1055485.154761905,1810000.0
1309249.976,1231000.0
554194.3333333333,580000.0
1195549.6666666665,1060000.0
712606.9941251231,660000.0
770792.136,720500.0
1104626.124,875000.0
1020699.0,765000.0
697575.960805861,646000.0
1078585.0,1010000.0
916769.0,855000.0
619759.7261273449,580000.0
976482.0666666667,1455000.0
1175789.4333333333,1031000.0
2943041.0714285714,2500000.0
870059.2166666669,895000.0
331550.86666666664,430000.0
474294.8333333333,455000.0
441679.22355555557,460000.0
869484.7928571429,922000.0
589606.9871794871,665000.0
1035009.1666666667,510000.0
876597.3047619048,710000.0
768445.9158730158,1005000.0
618542.513638056,715000.0
684557.6333333333,580000.0
1284170.8380341881,1240000.0
615767.3968253972,635000.0
958821.9877519198,680000.0
1727194.4285714286,1230000.0
1852534.1666666665,1650000.0
1404190.2,1241000.0
387754.3333333333,325000.0
658987.6897996865,678000.0
549381.3333333333,500000.0
1121171.784243535,1225000.0
456527.676,460000.0
1541311.8104705883,1700000.0
728247.625,1003000.0
2001166.0,1642000.0
2727810.4666666663,2710000.0
606743.5166666667,560000.0
754371.913903991,872000.0
727348.5666666668,620000.0
2837935.333333333,1900000.0
985496.9730813134,915000.0
728873.5158071379,625000.0
906980.976,665000.0
1267421.2206349208,1470000.0
1775917.776,1470000.0
649643.3333333334,800000.0
879913.3333333334,1020000.0
1164580.0,770000.0
525125.5369047618,567000.0
675505.2274509803,600000.0
1077091.2266666666,916500.0
1211397.357142857,1480000.0
1138614.0158730159,1300000.0
918966.4404761906,660000.0
548061.3079417027,685000.0
718118.6641803455,705000.0
713628.768009768,640000.0
1821816.0,1450000.0
1567611.5666666667,1670000.0
1090086.9666666668,1050000.0
536538.3523809523,506000.0
666623.2666666667,650000.0
571167.641125541,540000.0
1109489.4761904762,1427000.0
600169.5609539682,570000.0
691230.2241168674,525500.0
403323.8561092502,770000.0
1181803.9903174604,1240000.0
1540569.8533333333,1100000.0
634878.2997212347,702000.0
1668631.0,1100000.0
395573.1333333333,300000.0
387873.4,380000.0
1501427.0,1680000.0
697251.5922077922,700000.0
1267840.366,1310000.0
868425.9464761905,700000.0
2012282.0,1285000.0
977741.6331428572,1230000.0
980767.1,950000.0
1417960.0769230765,1402500.0
1250971.857142857,1561000.0
2464224.263203463,2015000.0
752390.6,682000.0
2127982.963137255,2225000.0
1208848.3333333333,1116000.0
893053.4999999999,820000.0
552840.6880952382,510000.0
690497.1857142857,645000.0
676484.5749956712,656000.0
1582697.5333333332,1366000.0
538702.3818181818,485000.0
924442.4,960000.0
655599.8994285715,587500.0
1008869.380952381,945000.0
746009.3898268399,650000.0
1519709.35,1700000.0
1136823.0,1260000.0
683041.16,730000.0
465234.9472222223,432000.0
641199.9722568193,652000.0
1046269.76,840000.0
1063491.676743518,1090000.0
1236201.0,1100000.0
383554.2179931179,401000.0
1525721.45,1910000.0
1562178.0,1350000.0
1725988.6666666665,2200000.0
847693.0,780000.0
1197266.1666666665,1250000.0
674862.6316064087,790000.0
1158413.0,1275000.0
1331558.683333333,1000000.0
1396033.0,1050000.0
879878.1669668109,820000.0
1269818.6430735933,1110000.0
785672.3346508563,843000.0
1585751.1666666667,1450000.0
911464.3333333333,726000.0
639702.8,460000.0
962936.2023809524,880888.0
1157265.665018315,1090000.0
815127.7222222222,1150000.0
1256490.1595238093,1361000.0
475966.5497012139,452000.0
705913.6052857143,645000.0
710386.3554285715,610000.0
606709.2165223665,685000.0
686997.2281904763,1036000.0
745068.3343153079,734000.0
1234868.8049841267,1325000.0
336410.80801428575,372000.0
414470.403968254,396000.0
1229665.988095238,968000.0
3484352.278571428,3160000.0
1134029.7123809522,932500.0
1293734.4,1120000.0
625167.7423076923,565000.0
1053140.061904762,1125000.0
775494.9126666667,630000.0
1302824.188,1160000.0
658955.7351766675,625000.0
670525.1882123759,735000.0
1951887.0,2050000.0
1201454.6306666664,970000.0
974355.1428571428,1560000.0
1130068.5384615383,2000000.0
1431072.4043441936,1635000.0
771745.2523809522,785000.0
983556.7820728291,1090000.0
792370.8,870000.0
1189193.8333333335,1210000.0
830092.256,888000.0
411036.6666666667,360000.0
863399.123809524,728000.0
915231.5106897424,1080000.0
1738601.0,1924500.0
1114048.6238095239,860000.0
505071.82649550436,400000.0
1111558.1682754182,1150000.0
1568498.2777777773,1305000.0
925235.2784415585,1025000.0
1412985.1647058823,1460000.0
1329546.7500000002,1170000.0
843112.0,732000.0
945944.2666666667,790000.0
703204.4299634811,951000.0
764588.2833333332,805000.0
2951106.8,3900000.0
415280.0,360000.0
545866.0,520000.0
1277427.1994285714,1001000.0
446631.5,437500.0
483406.3166666667,430000.0
2499710.0,1960000.0
1248832.6322285214,1195000.0
1973679.6499999997,2100000.0
932297.0,1014000.0
1062746.75,1025000.0
1436259.8666666665,1475000.0
1435621.6666666665,1160500.0
686899.4337362638,580000.0
1790278.0,1615000.0
612747.9261904762,640000.0
1252392.0375763122,1451000.0
793460.6374718995,705000.0
1055020.6666666665,1440000.0
1592823.8373333334,1260000.0
602630.857142857,665000.0
1951055.6363636362,2000000.0
2153874.857869908,1961000.0
1330438.6339422797,1375000.0
912114.5493333334,730000.0
1747057.0,1506000.0
873404.0,836000.0
1230141.2,976000.0
1538569.4666666666,1560000.0
703542.3372294368,540000.0
1928177.2666666668,1500000.0
649064.642857143,655000.0
1502109.5775862068,1160000.0
582758.5952380953,520600.0
851196.0908212562,950000.0
1463974.857142857,1290000.0
407677.8266157819,480000.0
1879960.5692267213,1800000.0
1423443.096969697,1715000.0
698159.8642498002,585000.0
485016.8833333332,420000.0
1472569.0733333335,1435000.0
1116230.0,1351000.0
770821.5040311922,1062500.0
3032370.776,2640000.0
1582895.6190476194,1400000.0
840998.3976190476,645000.0
734498.6829365079,700000.0
1061696.5084742056,990000.0
350960.9817460318,350000.0
1323806.08,1035000.0
968533.0,931000.0
680472.6,657000.0
524389.5825261013,597000.0
1341973.2,1435000.0
741057.298,711100.0
828930.630952381,882000.0
977957.1585714285,791000.0
545036.5092063491,490000.0
632627.6833333333,725000.0
3667341.776,3695000.0
699663.7166666668,645000.0
448824.4264957265,471000.0
412774.5309307359,315000.0
547356.8,390000.0
1617928.514,1711000.0
2031416.1904761905,2205000.0
762706.9417182296,861000.0
577073.0500342655,660000.0
845821.0,851000.0
943108.4655238095,1100000.0
1230073.2666666668,940000.0
995953.107261366,690000.0
1521502.3333333333,1433500.0
929805.6269841267,855000.0
823245.836,827000.0
660600.7275959135,630000.0
1247493.0,1150000.0
2347507.0,2248000.0
950076.1448412698,950000.0
2195848.0,2287500.0
1117629.6787282915,1045000.0
879269.0156862744,660000.0
1121331.0833333337,927000.0
588207.5,892000.0
1650788.5333333334,1479000.0
1430985.0,965000.0
2828175.0,2300000.0
567389.6333333333,555000.0
609083.0,652000.0
1887287.7446666667,2000000.0
542621.3785714288,700000.0
749394.8000000002,630000.0
324220.19999999995,312000.0
552870.396,500000.0
1562400.0,1601000.0
3445558.214285713,2500000.0
1264430.2642080141,1185000.0
892372.3333333338,1000000.0
2661126.9066666667,3789000.0
1212428.6666666665,867000.0
492182.24471084465,600000.0
1433067.3,1295000.0
740497.8968253968,1000000.0
426270.9369408369,445000.0
443614.03134199145,420000.0
934569.2880952384,473000.0
1670298.6666666667,1610000.0
546972.6666666666,645000.0
715820.5293238474,605000.0
832453.2285714286,723000.0
1074427.4642857148,2250000.0
2294727.8,2260000.0
1073462.6666666667,1280000.0
884014.7333333334,800000.0
858332.0500000003,960000.0
517642.9193333334,505000.0
574072.4804761906,497000.0
1554343.104,1955000.0
941414.5,1215000.0
860797.4333333331,766000.0
744414.93015873,680000.0
1280960.7071428571,1140000.0
737473.7074002833,490000.0
1376645.25,990000.0
1068280.1201336668,950000.0
529379.0275106839,505000.0
1286516.5,1180000.0
982012.5476190478,1125000.0
580698.0857142857,640000.0
646397.6659181011,640000.0
1194880.5683982684,1351000.0
710995.508,686000.0
442640.58162463026,395000.0
979108.4761904762,752000.0
626614.5186796536,582500.0
1435532.0,1250000.0
440009.2897657897,442000.0
1085471.1666666665,1010000.0
1710774.6446666664,1455000.0
599895.5322121213,527000.0
644350.7126664831,705000.0
895160.4966810964,940000.0
1961295.7435686532,1776000.0
870214.8694751196,915000.0
1549463.7761904763,1307500.0
922403.8873333333,745500.0
487255.1666666667,540000.0
1149719.0,1220000.0
536020.6146103896,470000.0
448799.9619047619,450000.0
668886.6446244031,850000.0
2750062.666666667,2800000.0
1500664.4426666668,1455000.0
326146.3511428571,245000.0
1016300.0283549783,970000.0
1295917.0452380953,1351000.0
430823.0,465000.0
2614595.828,2050000.0
710022.0,731000.0
2429639.0,1840000.0
1439341.0,1690000.0
898437.8333333334,1234500.0
928034.5219333334,801000.0
1161734.754761905,1341000.0
518432.0405372407,400000.0
648044.7724444445,754000.0
756908.6333333334,824000.0
391761.11904761905,295000.0
779407.7666666667,635000.0
505800.55,335000.0
794709.0,740000.0
683911.2,633000.0
875754.8910256411,900500.0
748976.4062049062,620000.0
839901.9646666667,772000.0
1157357.2466666666,1185000.0
1092083.7333333334,1300000.0
980559.0261904761,900000.0
624802.0,1152000.0
977964.7666666666,970000.0
832202.3333333334,675000.0
903839.1181467181,805000.0
595422.6666666666,550000.0
995143.3,1032000.0
659610.281923632,685000.0
1348702.5833333335,1290000.0
439919.28701298696,423000.0
790083.8767972421,865000.0
854155.726190476,438000.0
843219.5952380953,633500.0
930187.4666666668,1011000.0
836993.4619047618,745000.0
969200.2173913043,1080000.0
710372.4936455026,704000.0
1184957.6996031743,860000.0
733809.1181230926,720000.0
660759.1833333332,570000.0
1027930.0,868000.0
1366409.8575036074,1650000.0
1023905.0,990000.0
914288.0,850000.0
689251.6050818699,710000.0
575284.8246959707,519500.0
753139.8333333334,1100000.0
2095380.2,2077000.0
1071662.6666666667,850000.0
1999213.3331428568,1901000.0
2143713.666666667,1900000.0
1084350.361142857,680000.0
779798.2533333334,770000.0
2065024.2976190473,1888000.0
780349.9209998113,745000.0
1471225.780952381,1358000.0
1190735.7186666664,1270000.0
967397.874,850000.0
516587.5666666667,490000.0
966243.5993506495,991000.0
814094.3236666666,750000.0
598985.2839285714,527000.0
1217107.0,1261000.0
680442.5204906205,682000.0
481168.25,525000.0
1916982.0,2250000.0
1970115.0,1800000.0
2758883.994666667,2415000.0
1682080.328,1160000.0
1111970.2,950000.0
1492209.1333333335,1700000.0
1098422.0,1035000.0
554693.1376984125,620000.0
1299550.7333333334,1350000.0
1246018.384126984,1031000.0
539983.5,745000.0
466931.0,600000.0
1288282.4166666667,1360000.0
406056.23690476187,351500.0
645036.8,630000.0
503981.4969593738,330000.0
1404626.0,1275000.0
571741.3038739038,659000.0
981564.2333333334,1000000.0
986048.7072561205,950000.0
782919.3714666669,945000.0
1825486.035087719,1642000.0
770821.5040311922,921000.0
888199.9923790206,860000.0
1531214.6666666667,1415000.0
1211906.0,1201000.0
1289824.4118797868,1097500.0
1026789.049025974,920000.0
1017309.6582857142,1045000.0
872157.6666666666,780000.0
1143908.6666666667,1104000.0
1284085.512518037,1050000.0
1345731.567805732,1435000.0
1191435.157142857,1380000.0
612083.580952381,720000.0
615051.0666666667,600000.0
577124.4642460317,595000.0
896200.25,825000.0
1094133.1333333335,1266000.0
1334253.6666666667,1275000.0
663767.6,720000.0
430855.4952380952,640000.0
1014093.8333333334,917000.0
1082111.768181818,925000.0
671336.7831939863,600000.0
1073548.780952381,801347.0
1928179.7428571428,2718000.0
839099.0010476192,825000.0
1070552.6,1232000.0
733170.3333333334,786000.0
919845.0,807000.0
553572.1545815297,606000.0
965856.0227619048,980000.0
1459133.7211538453,1335000.0
902515.5428571429,780000.0
560829.9761904762,530000.0
538541.6381662455,545000.0
2560408.0,2360000.0
718746.3193577705,750000.0
643320.142857143,500000.0
1362792.7333333332,1322500.0
692913.9781390049,551000.0
595121.8534722221,615000.0
669639.0,860000.0
408720.3439120646,456000.0
984390.0327117327,945000.0
846424.392,870000.0
428220.11111111107,460000.0
2078236.0,1630100.0
702532.0714285714,780000.0
589976.7444444444,480000.0
433374.07575757575,401000.0
1500370.2,1845000.0
1605684.276,1770000.0
538313.1857142857,396000.0
643716.552,740000.0
798676.7493333332,550000.0
1156941.5176854255,1172000.0
1498443.142857143,1700000.0
577834.0595238098,600000.0
1334881.6523809526,1310000.0
690989.8746666666,600000.0
587264.2285714286,589500.0
1281301.4696969697,2400000.0
543874.6011825397,550500.0
1694129.8164761902,1430000.0
1652525.785714286,1405000.0
1755091.0,2371000.0
895891.7646666666,990000.0
1050891.0,1001000.0
752349.4,640000.0
869957.6666666666,770000.0
1143761.0144966142,1100000.0
541219.7292854721,590000.0
1073370.8,1105000.0
1495971.5,1530000.0
1647692.732051282,1955000.0
632839.3607100188,660000.0
3940749.0,2150000.0
863143.7028571429,795000.0
1171044.0,1070000.0
726249.5833333333,598000.0
924872.5462268757,885000.0
1792810.8761904761,1945000.0
966912.6666666667,810000.0
755009.849833887,690500.0
593826.8333333334,657000.0
408720.3439120646,433000.0
2429001.3095238092,2200000.0
631375.2085714285,676000.0
1114405.4,1200000.0
872190.6706666667,892000.0
2188781.0,1876000.0
1101602.1666666667,1345000.0
2312660.5809523812,1235000.0
802240.770133334,999000.0
693740.4542600196,760000.0
957361.3336664651,965000.0
381457.64166666666,365000.0
649277.3782088677,646000.0
1544650.6666666667,1560000.0
1089670.258730159,1181000.0
1956077.7084027086,2504000.0
816379.7489538236,525000.0
1827622.888888889,1230000.0
1298543.8134920634,938000.0
742723.0476190475,670000.0
1691116.0946969697,1355000.0
1351243.59025974,2857000.0
950729.589210205,983000.0
1018524.3595238095,875000.0
696074.2302852665,600000.0
520227.7260190475,450000.0
650214.3623376623,657700.0
1436317.573809524,1280000.0
563989.034469044,471250.0
639566.6771561771,550000.0
776260.7413333334,550000.0
1932841.9523809522,1230000.0
540840.0555555556,551000.0
1571161.6666666667,2000000.0
1125152.035714286,910000.0
635003.8168350168,599000.0
541476.3993333332,507000.0
933786.5,864000.0
952321.6666666667,1165000.0
1097582.9283174605,1110000.0
665880.286935287,810000.0
639234.0008016994,625000.0
1011052.3333333333,1050000.0
486834.3930735931,470000.0
371337.13095238095,370000.0
1792398.5095238094,1800000.0
393185.45416805416,360000.0
1122231.0,1275000.0
1281332.911183261,1295000.0
300996.35000000003,305000.0
1507856.1666666667,1410000.0
1693500.371017871,1825000.0
491307.0777611276,420000.0
2112617.0,1756000.0
749268.6666666666,570000.0
645843.426984127,801000.0
1125206.1666666667,1362000.0
720826.3333333333,650000.0
677691.6026666668,581000.0
1060098.8,1010000.0
1437098.5426666667,1250000.0
734405.6333333334,746000.0
658940.196,495000.0
684549.3666666667,985000.0
634347.9887419401,640000.0
699409.6103117875,794000.0
711841.0333333333,750000.0
818848.998,756000.0
1140945.1217171717,950000.0
467636.0,425000.0
2087689.063492063,2450000.0
811582.8262482941,853000.0
690316.8023809524,565000.0
677189.6518163208,621000.0
658015.05640062,705000.0
476101.39139047614,564000.0
598298.9335555555,609000.0
612875.25,635000.0
1811734.0821848738,2100000.0
1009607.3333333333,745000.0
735361.1511111112,655000.0
1575121.61,2350000.0
405734.6666666666,405000.0
841806.1904373404,755000.0
808225.7928571429,636000.0
627623.6095238095,610000.0
908697.8499999999,890000.0
1570250.9999999998,1330000.0
841167.588,1074000.0
430253.0,400000.0
515204.64166666666,490000.0
700422.2,760000.0
522856.9999999999,550000.0
2194366.833333333,1683000.0
1507025.3333333335,1150000.0
1354543.3333333333,1510000.0
1017109.0,785000.0
859006.3333333333,792000.0
303401.198,301000.0
5281864.0,5410000.0
743818.0,620000.0
1471999.0,1470000.0
976247.111111111,835000.0
1023326.2666666671,1143000.0
765445.3987012986,885000.0
440176.1999047619,490000.0
753639.8666666665,870000.0
591434.1102023809,593000.0
1268279.9666666666,950000.0
776190.3333333333,640000.0
1015829.2047619043,1100000.0
1292843.3333333335,1240000.0
587090.3865266107,545000.0
800841.8746666667,670000.0
494572.104,430000.0
471271.234051282,520000.0
1287233.4,1325000.0
663878.8561665895,770000.0
2365685.0,2820000.0
612062.9880952381,640000.0
790042.4,781000.0
711604.078787879,600000.0
1113349.8706563707,1020000.0
919405.6797619048,1620000.0
567152.8666666667,565000.0
1196521.9761904762,1000000.0
571741.3038739038,780000.0
738300.1833333332,760000.0
831746.0,820500.0
1575927.3333333333,1680000.0
782295.584,815500.0
1065842.8476190474,770000.0
614056.338095238,610000.0
835649.1039756866,745000.0
1026098.3333333334,1210000.0
3809167.0,4050000.0
1571415.5107619048,1700000.0
2969783.0,2200000.0
650775.1121212121,540000.0
2121515.3333333335,3120000.0
697666.0,700000.0
978774.111904762,800000.0
610086.7795096716,533000.0
800343.8057692306,650000.0
1470409.0720646128,1523000.0
950785.9353946706,580000.0
377134.68279498286,340000.0
1157051.776,1230000.0
726068.0,735000.0
558058.9622877127,810000.0
825873.5954160786,845000.0
680839.1311463047,617500.0
969437.2666666666,750000.0
1057111.0,1110000.0
1178333.5384322344,1605000.0
1332248.2,1005000.0
1811734.0821848738,1870000.0
2794508.797619048,2240000.0
1314093.9582417586,1000000.0
987849.0971462746,650000.0
870783.249848532,1017500.0
1094599.2406666665,773000.0
2306308.942666667,2103000.0
1047899.2698412698,970000.0
563565.8177964255,535000.0
1428774.8699284964,1355000.0
718118.6641803455,725000.0
729855.0,823000.0
998177.9144405131,984000.0
2107875.3333333335,2100000.0
1160665.5833333335,900000.0
1617528.0,1390000.0
803752.710142857,801000.0
1373424.0826666667,1361501.0
649748.3809523812,651000.0
650315.4,552500.0
508341.61809503706,470000.0
671595.6986349209,670000.0
1276778.0634920637,1236000.0
631142.7202310119,485000.0
572088.0722222222,580000.0
1486476.312280702,1550000.0
1248453.8333333335,1100000.0
1706355.810920635,1890000.0
2036301.376,1400000.0
511072.921031746,285000.0
664161.4121212121,685000.0
604558.6280753968,641000.0
1517705.0,1400000.0
1024303.3333166837,737000.0
1273142.133333333,1010000.0
511418.89682539686,460000.0
943897.9095238094,925000.0
489188.0675070545,515000.0
617068.0757997555,660000.0
690523.496,672000.0
1171416.6245421246,1350000.0
1862624.3599999999,2300000.0
539682.6519230768,480000.0
1117651.598,1150000.0
969826.5454545456,875000.0
288548.2,252000.0
761401.142857143,683500.0
650793.7333333333,651800.0
750497.2134284121,635000.0
837246.1298850575,820000.0
394316.0,300000.0
619982.3503663003,590000.0
1201987.817142857,900000.0
1016550.8333333334,993000.0
526707.6776190476,652000.0
593860.9333333333,1000000.0
988134.9215806416,855000.0
640763.7640655105,620000.0
596281.8444444444,600500.0
616922.0,620500.0
1440711.9,1335000.0
994713.4626291877,876000.0
800971.6401487401,563000.0
711077.5047619047,674000.0
677977.4238095239,630000.0
501529.0714285715,510000.0
472476.69523809524,390000.0
1432025.9333333336,718000.0
1526526.02014652,1385000.0
693432.125,535000.0
511560.33658008627,646000.0
381816.2,367000.0
1343982.090909091,1450000.0
2980599.80952381,2810000.0
809068.4707142857,795000.0
645766.8836985597,540000.0
1539042.0,1800000.0
2523349.1144277705,2408000.0
1251571.4761904762,1305000.0
1860749.6,1730000.0
1225895.5166666666,1585000.0
588119.3646270246,553500.0
1222359.084412698,1230000.0
761163.9320108778,690000.0
573707.5589611284,700000.0
861809.7368903029,740000.0
1212538.9278037515,1160000.0
659405.4206666667,612000.0
1976910.6666666667,1300000.0
1196943.0,1250000.0
1009987.2,1050000.0
1318208.9722222222,1225000.0
613596.1028103316,760500.0
491358.4146608142,470000.0
677780.0,750000.0
679602.4539999999,650000.0
683328.81,640000.0
520951.1666666666,485000.0
373494.00000000006,320000.0
1531560.4253110436,1731500.0
594093.2573026647,556500.0
