FileName,Date,Post
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'you', 'myself', 'i', 'from', 'for', 'if', 'the', 'and', 'my', 'or', 'too', 'few', 'as', 'are', 'again', 'then', 'more', 'so', 'out', 'at', 'because', 'will', 'am', 'a', 'his', 'me', 'of', 'to', 'all', 'do', 'that', 'by', 'this', 'there', 'is', 'in', 'he', 'have', 'who', 'no', 'not', 'they', 'about', 'it'}"
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'i', 'am', 'in', 'a', 'for', 'on', 'not', 'the', 'to', 'and', 'at', 'my', 'just', 'that'}"
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'will', 'you', 'i', 'by', 'there', 'be', 'in', 'your', 'have', 'for', 'on', 'over', 'me', 'the', 'to', 'now', 'out', 'when', 'or', 'it'}"
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'i', 'down', 'her', 'the', 'and', 'my', 'been', 'did', 'was', 'what', 'on', 'again', 'more', 'so', 'out', 'at', 'am', 'a', 'me', 'of', 'to', 'all', 'is', 'in', 'have', 'over', 'those', 'about', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'i', 'this', 'only', 'over', 'the', 'of', 'and', 'them', 'same', 'when', 'or', 'it'}"
15365.female.34.indUnk.Cancer.xml,"21,October,2002","{'i', 'the', 'and', 'here', 'my', 'what', 'doing', 'on', 'be', 'am', 'a', 'to', 'all', 'with', 'that', 'this', 'is', 'in', 'have', 'over', 'about', 'it'}"
15365.female.34.indUnk.Cancer.xml,"20,October,2002","{'you', 'from', 'for', 'the', 'and', 'when', 'on', 'are', 'but', 'so', 'out', 'has', 'some', 'now', 'to', 'of', 'all', 'with', 'that', 'its', 'is', 'in'}"
15365.female.34.indUnk.Cancer.xml,"20,October,2002","{'having', 'there', 'is', 'in', 'has', 'on', 'the', 'and', 'between', 'it'}"
15365.female.34.indUnk.Cancer.xml,"20,October,2002","{'we', 'off', 'it', 'after', 'for', 'only', 'were', 'the', 'to', 'then', 'an', 'up', 'our'}"
15365.female.34.indUnk.Cancer.xml,"19,October,2002","{'we', 'you', 'i', 'the', 'and', 'or', 'my', 'on', 'how', 'again', 'out', 'a', 'were', 'me', 'to', 'of', 'that', 'each', 'other', 'over', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"19,October,2002","{'you', 'i', 'for', 'own', 'the', 'and', 'my', 'can', 'off', 'your', 'was', 'before', 'as', 'are', 'again', 'but', 'having', 'be', 'a', 'some', 'me', 'to', 'do', 'that', 'by', 'is', 'in', 'have', 'no', 'not', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"19,October,2002","{'i', 'for', 'own', 'the', 'and', 'my', 'before', 'on', 'are', 'again', 'but', 'am', 'a', 'some', 'me', 'to', 'now', 'up', 'that', 'with', 'into', 'have', 'no', 'not', 'them'}"
15365.female.34.indUnk.Cancer.xml,"19,October,2002","{'you', 'i', 'there', 'is', 'in', 'themselves', 'a', 'me', 'the', 'of', 'than', 'where'}"
15365.female.34.indUnk.Cancer.xml,"19,October,2002","{'you', 'her', 'the', 'and', 'when', 'or', 'had', 'did', 'was', 'what', 'on', 'which', 'out', 'most', 'after', 'a', 'she', 'of', 'to', 'all', 'with', 'that', 'herself', 'in', 'have', 'who', 'other', 'about'}"
15365.female.34.indUnk.Cancer.xml,"24,November,2002","{'we', 'into', 'there', 'is', 'from', 'a', 'for', 'not', 'are', 'over', 'the', 'to', 'and', 'all', 'just', 'up', 'been'}"
15365.female.34.indUnk.Cancer.xml,"12,November,2002","{'you', 'i', 'for', 'the', 'and', 'here', 'or', 'too', 'your', 'was', 'on', 'more', 'having', 'be', 'a', 'his', 'now', 'to', 'of', 'do', 'that', 'up', 'this', 'there', 'is', 'in', 'who', 'no', 'not', 'they', 'their', 'it'}"
15365.female.34.indUnk.Cancer.xml,"12,November,2002","{'the', 'just', 'is'}"
15365.female.34.indUnk.Cancer.xml,"12,November,2002","{'by', 'is', 'in', 'too', 'a', 'for', 'on', 'no', 'those', 'the', 'and', 'they', 'so', 'up', 'with', 'it'}"
15365.female.34.indUnk.Cancer.xml,"09,November,2002","{'this', 'he', 'is', 'or', 'has', 'in', 'a', 'who', 'on', 'not', 'me', 'the', 'to', 'of', 'through', 'my', 'just', 'himself'}"
15365.female.34.indUnk.Cancer.xml,"05,November,2002","{'against', 'we', 'is', 'in', 'as', 'her', 'own', 'the', 'she', 'to', 'my', 'that'}"
15365.female.34.indUnk.Cancer.xml,"04,November,2002","{'against', 'you', 'in', 'a', 'on', 'are', 'the', 'of', 'and', 'at', 'up', 'with'}"
15365.female.34.indUnk.Cancer.xml,"04,November,2002","{'into', 'be', 'this', 'the', 'to', 'and', 'an', 'out', 'than'}"
15365.female.34.indUnk.Cancer.xml,"01,November,2002","{'you', 'into', 'in', 'your', 'have', 'each', 'as', 'a', 'for', 'the', 'to', 'more', 'all', 'up', 'been', 'than', 'at', 'my', 'with', 'that'}"
15365.female.34.indUnk.Cancer.xml,"01,November,2002","{'i', 'for', 'the', 'and', 'or', 'your', 'what', 'as', 'are', 'but', 'will', 'am', 'me', 'now', 'to', 'do', 'that', 'with', 'this', 'there', 'is', 'in', 'no', 'not'}"
15365.female.34.indUnk.Cancer.xml,"26,January,2003","{'into', 'in', 'a', 'the', 'of', 'and', 'an'}"
15365.female.34.indUnk.Cancer.xml,"23,January,2003","{'you', 'we', 'i', 'for', 'if', 'the', 'and', 'between', 'under', 'my', 'or', 'can', 'been', 'your', 'was', 'as', 'what', 'why', 'are', 'only', 'again', 'so', 'at', 'these', 'were', 'me', 'now', 'of', 'to', 'do', 'with', 'that', 'this', 'is', 'in', 'have', 'no', 'not', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"23,January,2003","{'you', 'most', 'i', 'is', 'am', 'in', 'at', 'why', 'a', 'no', 'are', 'the', 'of', 'and', 'to', 'when', 'my', 'can'}"
15365.female.34.indUnk.Cancer.xml,"22,January,2003","{'myself', 'i', 'from', 'down', 'for', 'if', 'the', 'and', 'my', 'or', 'was', 'on', 'at', 'am', 'should', 'me', 'to', 'that', 'into', 'this', 'is', 'in', 'have', 'no', 'than', 'it'}"
15365.female.34.indUnk.Cancer.xml,"21,January,2003","{'from', 'while', 'down', 'her', 'for', 'the', 'and', 'between', 'or', 'only', 'are', 'at', 'has', 'a', 'she', 'of', 'to', 'now', 'with', 'is', 'in', 'herself', 'not'}"
15365.female.34.indUnk.Cancer.xml,"02,January,2003","{'you', 'we', 'i', 'myself', 'from', 'for', 'if', 'the', 'and', 'when', 'my', 'or', 'can', 'does', 'been', 'against', 'off', 'your', 'too', 'as', 'why', 'what', 'are', 'on', 'again', 'then', 'so', 'out', 'at', 'because', 'will', 'having', 'be', 'these', 'itself', 'such', 'has', 'a', 'were', 'me', 'now', 'of', 'to', 'all', 'nor', 'any', 'where', 'up', 'with', 'that', 'do', 'into', 'this', 'there', 'he', 'in', 'is', 'have', 'who', 'no', 'other', 'over', 'not', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"29,April,2003","{'i', 'for', 'the', 'and', 'or', 'my', 'on', 'are', 'again', 'out', 'be', 'a', 'now', 'to', 'of', 'all', 'with', 'is', 'in', 's', 'not', 'than', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"27,April,2003","{'myself', 'i', 'the', 'and', 'my', 'been', 'few', 'on', 'but', 'am', 'has', 'a', 'of', 'to', 'all', 'with', 'by', 'into', 'is', 'in', 'have', 'no', 'once'}"
15365.female.34.indUnk.Cancer.xml,"14,April,2003","{'you', 'we', 'i', 'from', 'for', 'the', 'and', 'when', 'my', 'or', 'can', 'been', 'does', 'being', 'too', 'did', 'your', 'was', 'off', 'what', 'why', 'on', 'how', 'as', 'are', 'which', 'but', 'so', 'him', 'at', 'am', 'has', 'a', 'were', 'me', 'now', 'of', 'to', 'all', 'with', 'that', 'this', 'there', 'is', 'in', 'he', 'have', 'who', 'no', 'not', 'they', 'about'}"
15365.female.34.indUnk.Cancer.xml,"09,April,2003","{'you', 'we', 'i', 'from', 'her', 'for', 'very', 'the', 'and', 'when', 'my', 'or', 'too', 'off', 'was', 'as', 'on', 'are', 'again', 'more', 'but', 'out', 'at', 'will', 'having', 'am', 'a', 'were', 'me', 'now', 'to', 'of', 'she', 'through', 'where', 'up', 'with', 'do', 'into', 'by', 'this', 'there', 'is', 'in', 'he', 'who', 'over', 'they', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"09,April,2003","{'we', 'you', 'i', 'myself', 'from', 'while', 'down', 'for', 'if', 'the', 'and', 'here', 'when', 'my', 'or', 'did', 'your', 'was', 'what', 'on', 'are', 'only', 'but', 'at', 'these', 'be', 'above', 'am', 'a', 'me', 'now', 'of', 'to', 'through', 'all', 'below', 'up', 'with', 'that', 'there', 'is', 'in', 'have', 'no', 'during', 'it'}"
15365.female.34.indUnk.Cancer.xml,"09,April,2003","{'you', 'i', 'from', 'for', 'own', 'the', 'and', 'when', 'or', 'does', 'being', 'off', 'what', 'on', 'are', 'at', 'these', 'be', 'am', 'a', 'now', 'to', 'of', 'with', 'that', 'this', 'there', 'is', 'in', 'who', 'no', 'not', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"07,April,2003","{'i', 'from', 'for', 'the', 'and', 'under', 'my', 'or', 'can', 'does', 'too', 'before', 'as', 'on', 'more', 'but', 'am', 'a', 'me', 'to', 'of', 'all', 'do', 'with', 'this', 'is', 'in', 'have', 'no', 'not', 'about', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'having', 'be', 'this', 'in', 'was', 'a', 'down', 'on', 'not', 'were', 'the', 'of', 'and', 'an', 'so', 'but', 'my', 'can', 'with'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'myself', 'i', 'down', 'if', 'the', 'and', 'or', 'been', 'being', 'off', 'your', 'was', 'what', 'as', 'on', 'how', 'why', 'again', 'but', 'at', 'should', 'a', 'me', 'some', 'to', 'of', 'all', 'that', 'with', 'this', 'is', 'in', 'have', 'no', 'not', 'about'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'i', 'for', 'the', 'and', 'my', 'had', 'as', 'on', 'more', 'out', 'so', 'because', 'be', 'me', 'of', 'to', 'that', 'this', 'is', 'he', 'in', 'have', 'than', 'it'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'this', 'off', 'from', 'a', 'the', 'to', 'of', 'and', 'an', 'it'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'i', 'her', 'for', 'if', 'the', 'and', 'when', 'or', 'before', 'what', 'how', 'at', 'were', 'to', 'of', 'up', 'with', 'that', 'this', 'is', 'in', 'both'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'be', 'there', 'is', 'on', 'the', 'to', 'and', 'further', 'with'}"
15365.female.34.indUnk.Cancer.xml,"06,April,2003","{'while', 'from', 'for', 'the', 'and', 'my', 'does', 'too', 'on', 'so', 'out', 'at', 'be', 'a', 'me', 'to', 'below', 'by', 'is', 'until', 'have', 'over', 'not'}"
15365.female.34.indUnk.Cancer.xml,"04,April,2003","{'you', 'we', 'i', 'from', 'for', 'the', 'and', 'here', 'being', 'did', 'what', 'as', 'are', 'but', 'out', 'at', 'will', 'these', 'be', 'am', 'a', 'me', 'yourself', 'to', 'of', 'now', 'all', 'with', 'this', 'there', 'is', 'in', 'who'}"
15365.female.34.indUnk.Cancer.xml,"02,April,2003","{'you', 'from', 'for', 'the', 'and', 'when', 'against', 'your', 'was', 'as', 'are', 'a', 'were', 'yourself', 'to', 'through', 'all', 'that', 'he', 'who', 'those'}"
15365.female.34.indUnk.Cancer.xml,"01,April,2003","{'you', 'i', 'while', 'the', 'and', 'my', 'can', 'does', 'off', 'your', 'as', 'are', 'again', 'but', 'at', 'am', 'a', 'me', 'to', 'of', 'through', 'all', 'by', 'this', 'is', 'in', 'until', 'who', 'over', 'about', 'it'}"
15365.female.34.indUnk.Cancer.xml,"23,May,2003","{'myself', 'i', 'while', 'down', 'for', 'own', 'the', 'and', 'when', 'my', 'had', 'too', 'are', 'again', 'but', 'out', 'at', 'these', 'be', 'am', 'should', 'a', 'of', 'to', 'through', 'do', 'that', 'there', 'is', 'have', 'it'}"
15365.female.34.indUnk.Cancer.xml,"13,May,2003","{'myself', 'you', 'i', 'from', 'down', 'her', 'for', 'own', 'if', 'the', 'and', 'here', 'between', 'when', 'my', 'or', 'can', 'your', 'was', 'as', 'what', 'only', 'are', 'on', 'again', 'then', 'more', 'which', 'but', 'so', 'at', 'will', 'be', 'am', 'yours', 'has', 'a', 'me', 'now', 'to', 'of', 'through', 'all', 'nor', 'any', 'up', 'with', 'that', 'by', 'into', 'this', 'there', 'is', 'in', 'have', 'who', 'no', 'other', 'not', 'over', 'those', 'an', 'both', 'it'}"
15365.female.34.indUnk.Cancer.xml,"13,May,2003","{'against', 'there', 'off', 'is', 'in', 'at', 'before', 'down', 'not', 'are', 'the', 'to', 'and', 'of', 'an', 'when', 'my', 'can', 'it'}"
15365.female.34.indUnk.Cancer.xml,"13,May,2003","{'its', 'above', 'from', 'in', 'before', 'after', 'a', 'on', 'few', 'me', 'the', 'to', 'and', 'out', 'my'}"
15365.female.34.indUnk.Cancer.xml,"29,June,2003","{'you', 'i', 'from', 'down', 'for', 'the', 'and', 'my', 'too', 'what', 'but', 'am', 'a', 'were', 'me', 'of', 'to', 'by', 'there', 'in', 'not'}"
15365.female.34.indUnk.Cancer.xml,"27,June,2003","{'i', 'while', 'down', 'her', 'if', 'the', 'and', 'my', 'been', 'are', 'so', 'should', 'has', 'a', 'some', 'to', 'of', 'all', 'up', 'that', 'by', 'this', 'there', 'is', 'in', 'have', 'not', 'it'}"
15365.female.34.indUnk.Cancer.xml,"27,June,2003","{'you', 'we', 'i', 'from', 'down', 'for', 'the', 'and', 'my', 'your', 'as', 'on', 'are', 'how', 'so', 'out', 'because', 'these', 'am', 'yours', 'such', 'a', 'me', 'now', 'of', 'through', 'all', 'with', 'that', 'there', 'is', 'in', 'no', 'an'}"
15365.female.34.indUnk.Cancer.xml,"27,June,2003","{'myself', 'you', 'i', 'from', 'while', 'down', 'for', 'own', 'if', 'the', 'and', 'here', 'when', 'my', 'or', 'can', 'against', 'your', 'before', 'what', 'why', 'as', 'on', 'again', 'which', 'but', 'out', 'so', 'at', 'will', 'be', 'am', 'should', 'has', 'a', 'me', 'now', 'to', 'of', 'all', 'where', 'do', 'that', 'into', 'by', 'this', 'there', 'is', 'have', 'no', 'other', 'over', 'not', 'than', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"22,June,2003","{'you', 'i', 'down', 'for', 'own', 'if', 'the', 'and', 'my', 'or', 'can', 'been', 'your', 'was', 'how', 'on', 'are', 'only', 'out', 'at', 'will', 'am', 'after', 'a', 'me', 'of', 'to', 'all', 'do', 'that', 'up', 'into', 'this', 'is', 'he', 'in', 'have', 'who', 'not', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"22,June,2003","{'you', 'myself', 'i', 'down', 'for', 'the', 'and', 'when', 'my', 'or', 'been', 'too', 'what', 'on', 'are', 'so', 'these', 'be', 'am', 'a', 'me', 'now', 'to', 'all', 'where', 'that', 'with', 'this', 'is', 'in', 'not', 'they', 'than'}"
15365.female.34.indUnk.Cancer.xml,"13,June,2003","{'you', 'myself', 'i', 'for', 'if', 'the', 'and', 'here', 'between', 'my', 'or', 'too', 'your', 'was', 'what', 'are', 'out', 'at', 'having', 'be', 'these', 'were', 'me', 'to', 'of', 'with', 'our', 'in', 'about', 'an'}"
15365.female.34.indUnk.Cancer.xml,"13,June,2003","{'you', 'we', 'i', 'myself', 'from', 'for', 'own', 'if', 'the', 'and', 'here', 'when', 'my', 'been', 'off', 'too', 'on', 'are', 'at', 'because', 'be', 'has', 'a', 'were', 'me', 'of', 'to', 'all', 'any', 'up', 'that', 'with', 'its', 'into', 'by', 'this', 'there', 'is', 'in', 'have', 'no', 'not', 'they', 'an', 'their', 'it'}"
15365.female.34.indUnk.Cancer.xml,"13,June,2003","{'by', 'is', 'from', 'itself', 'a', 'for', 'not', 'me', 'the', 'of', 'to', 'with', 'an', 'nor', 'or', 'can', 'that'}"
15365.female.34.indUnk.Cancer.xml,"04,June,2003","{'there', 'is', 'in', 'for', 'on', 'are', 'not', 'over', 'the', 'of', 'and', 'again', 'all', 'out', 'under', 'when', 'or', 'up', 'does', 'it'}"
15365.female.34.indUnk.Cancer.xml,"28,July,2003","{'her', 'for', 'own', 'if', 'the', 'and', 'under', 'or', 'can', 'against', 'what', 'as', 'out', 'at', 'be', 'a', 'she', 'of', 'to', 'all', 'with', 'that', 'its', 'into', 'our', 'is', 'not', 'once', 'about', 'an', 'it'}"
15365.female.34.indUnk.Cancer.xml,"22,July,2003","{'you', 'from', 'for', 'her', 'the', 'and', 'under', 'or', 'does', 'too', 'your', 'few', 'as', 'why', 'only', 'are', 'how', 'more', 'which', 'but', 'out', 'so', 'at', 'because', 'will', 'be', 'has', 'a', 'were', 'now', 'to', 'of', 'through', 'all', 'yourself', 'where', 'any', 'up', 'that', 'with', 'do', 'this', 'there', 'is', 'in', 'have', 'no', 'not', 'those', 'an', 'than', 'their', 'it'}"
15365.female.34.indUnk.Cancer.xml,"09,July,2003","{'we', 'you', 'i', 'while', 'from', 'her', 'for', 'the', 'and', 'here', 'when', 'my', 'been', 'too', 'what', 'how', 'are', 'doing', 'on', 'so', 'at', 'because', 'these', 'has', 'after', 'a', 'me', 'she', 'of', 'to', 'now', 'where', 'with', 'our', 'that', 'by', 'this', 'there', 'is', 'in', 'have', 'who', 'other', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"07,July,2003","{'you', 'we', 'i', 'from', 'for', 'the', 'and', 'when', 'my', 'can', 'against', 'your', 'was', 'why', 'only', 'on', 'so', 'having', 'be', 'were', 'to', 'of', 'through', 'any', 'with', 'there', 'in', 'not', 'them', 'it'}"
15365.female.34.indUnk.Cancer.xml,"03,July,2003","{'i', 'own', 'if', 'the', 'and', 'my', 'been', 'does', 'too', 'your', 'was', 'before', 'as', 'on', 'then', 'more', 'out', 'having', 'am', 'a', 'to', 'of', 'through', 'with', 'into', 'this', 'there', 'is', 'in', 'have', 'who', 'over', 'than', 'it'}"
15365.female.34.indUnk.Cancer.xml,"03,July,2003","{'i', 'from', 'for', 'her', 'the', 'and', 'my', 'how', 'are', 'out', 'so', 'at', 'these', 'am', 'a', 'me', 'she', 'to', 'of', 'all', 'with', 'this', 'there', 'in', 'have', 'no', 'it'}"
15365.female.34.indUnk.Cancer.xml,"03,July,2003","{'myself', 'i', 'from', 'for', 'if', 'the', 'and', 'my', 'does', 'off', 'what', 'how', 'are', 'then', 'more', 'will', 'am', 'a', 'me', 'of', 'to', 'all', 'any', 'up', 'into', 'by', 'this', 'there', 'is', 'in', 'have', 'who', 'not', 'those', 'than', 'it'}"
15365.female.34.indUnk.Cancer.xml,"03,July,2003","{'myself', 'you', 'i', 'for', 'the', 'and', 'my', 'too', 'your', 'as', 'what', 'how', 'are', 'but', 'so', 'same', 'will', 'am', 'above', 'yours', 'such', 'has', 'a', 'me', 'she', 'of', 'to', 'now', 'all', 'up', 'by', 'this', 'is', 'in', 'no', 'about', 'an', 'their', 'just', 'it'}"
15365.female.34.indUnk.Cancer.xml,"22,August,2003","{'i', 'from', 'for', 'if', 'the', 'and', 'my', 'been', 'was', 'on', 'but', 'out', 'at', 'am', 'has', 'me', 'all', 'where', 'with', 'by', 'this', 'is', 'in', 'have', 'it'}"
15365.female.34.indUnk.Cancer.xml,"14,August,2003","{'we', 'you', 'i', 'for', 'if', 'the', 'and', 'my', 'or', 'been', 'too', 'what', 'on', 'more', 'but', 'out', 'be', 'itself', 'am', 'should', 'a', 'were', 'of', 'to', 'all', 'there', 'in', 'have', 'who', 'not', 'those', 'than', 'their'}"
