FileName,Date,Post
15365.female.34.indUnk.Cancer.xml,"16,July,2004","urllink washing machines : washing machines should have at least three water level selections - high, medium and low; and provide for washing in cold, warm and hot water and rinsing in cold water. other features should be selected on the type of washing that is expected. some of these include delicate and permanent press cycles. in general, washing in warm water is the most energy efficient method; cold water washing usually requires a longer cycle or more detergent to wash the clothes to the same degree of cleanliness. using the proper water level to fit the load is probably the most important energy saving consideration when operating a washing machine."""
15365.female.34.indUnk.Cancer.xml,"03,August,2004",clearance items
15365.female.34.indUnk.Cancer.xml,"02,August,2004",globalization starts with getting the details right. inconsistent use of si units and international standard paper sizes remain today a primary cause for u.s. businesses failing to meet the expectations of the global economy.
15365.female.34.indUnk.Cancer.xml,"29,July,2001",urllink desktop publishing - search results  why am i working on a sunday night?
15365.female.34.indUnk.Cancer.xml,"27,July,2001",urllink orbitz  i am trying to get to paris.
15365.female.34.indUnk.Cancer.xml,"26,July,2001",urllink m e m e     b e i n g  time to bring this beast back to life.
15365.female.34.indUnk.Cancer.xml,"26,July,2001",urllink buddhist tzu chi merit society malaysia - july 2001calendar  what am i doing with my life?
15365.female.34.indUnk.Cancer.xml,"26,July,2001",urllink wine on the web - useful wine sites  looking for a last minute birthday gift for my dad.
15365.female.34.indUnk.Cancer.xml,"26,July,2001","urllink protest.net: summer 2001: european summit protests  july 27 - august 5, 2001  bordercamp, frankfurt, germany  in order to raise the awareness of common methods of refugee-deportation there will be a border-camp next to the airport."
15365.female.34.indUnk.Cancer.xml,"25,July,2001","urllink eu, nato throw new lifeline to macedonia talks  macedonian president boris trajkovski said talks between leaders of mainstream macedonian and ethnic albanian political parties, mediated by special eu and u.s. peace envoys, would resume in tetovo. but he gave no exact timeframe for resuming dialogue in the city, where fierce three-day battles this week between the nla and government troops ruined a 15-day truce. one civilian was shot dead there on thursday, local police said, but no details were immediately available. ``tetovo is a kind of melting pot for macedonia. we are going to tetovo to defend all those achievements,'' trajkovski said in a reference to the previous round of talks, which had made some progress but stalled over whether albanian should become an official language in some parts of macedonia. the west has taken a lead role in trying to prevent a five-month-old ethnic albanian rebellion in macedonia from becoming another balkan war."
15365.female.34.indUnk.Cancer.xml,"25,July,2001",urllink w32.sircam.worm@mm  i was at a branch that had this virus today. sounds pretty nasty.
15365.female.34.indUnk.Cancer.xml,"25,July,2001",urllink broward county greens web site  updated the site.
15365.female.34.indUnk.Cancer.xml,"25,July,2001",urllink lyrics: nirvana - all apologies  this song came on and i was just trying to figure out what the lyrics meant. it is not clearer for me.
15365.female.34.indUnk.Cancer.xml,"25,July,2001",urllink cogent
15365.female.34.indUnk.Cancer.xml,"24,July,2001",urllink ubiquitous
15365.female.34.indUnk.Cancer.xml,"24,July,2001",urllink dancing paul
15365.female.34.indUnk.Cancer.xml,"24,July,2001","urllink macedonia: pamphlet raises ethnic tensions   (human rights watch press release, june 25, 2001  macedonia paramilitary 2000 order:  we order all shiptars [derogatory term for ethnic albanians-tr.] who have objects for sale-shopkeepers here and around the kwantaskhi bazaar-to leave within three days, and for those shiptars from aracinovo, the deadline is 24 hours. after this deadline, all the shops will be burned, and if someone tries to protect [them], the same will be killed without warning.   we inform shiptars of the macedonian republic that for every killed police officer or soldier 100 shiptars who do not have citizenship or who took citizenship after 1994 will be killed. for every police officer or soldier disabled, 50 shiptars will be killed. for every wounded police officer or soldier wounded, 10 shiptars will be killed, no matter what gender or age.   we inform shiptars who do not have citizenship or got it after 1994 to leave macedonia before june 25 this year, at midnight. after this deadline, we will start with the cleansing--""the longest night"" courtesy of macedonia paramilitary 2000."
15365.female.34.indUnk.Cancer.xml,"24,July,2001",urllink experts: fireball leaves burnt rock
15365.female.34.indUnk.Cancer.xml,"24,July,2001",urllink country code questions
15365.female.34.indUnk.Cancer.xml,"24,July,2001","urllink listen radio:  hearts of space, kcrw presents: sounds eclectic, essential world, essential reggae, ambient..."
15365.female.34.indUnk.Cancer.xml,"29,August,2001","urllink guide to the quantum world   ""quantum theory leaves no doubt that other universes exist in exactly the same sense that the single universe that we see exists,"" he says. ""this is not a matter of interpretation. it is a logical consequence of quantum theory.""  yet many physicists still refuse to accept the multiverse. ""people say the many worlds is simply too crazy, too wasteful, too mind-blowing,"" says deutsch. ""but this is an emotional not a scientific reaction. we have to take what nature gives us."""
15365.female.34.indUnk.Cancer.xml,"25,August,2001","urllink researchers fashion the first single-molecule circuit   nanotechnology  researchers fashion the first single-molecule circuit  in a remarkable feat of engineering, researchers at ibm have wired up a working computer circuit within a single carbon nanotube. building on earlier work, phaedon avouris and colleagues turned the nanotubeessentially a sheet of carbon atoms rolled into a supertiny strawinto a voltage inverter, or not gate, one of the three fundamental types of logic gates on which all computers rely. the team presented its findings over the weekend at the 222nd national meeting of the american chemical society and published a paper in the august 26 web edition of acs's journal, nano letters."
15365.female.34.indUnk.Cancer.xml,"25,August,2001","urllink test links brain cells with silicon chips   from the washington post  scientists for the first time have linked multiple brain cells with silicon chips to create a part-mechanical, part-living electronic circuit, according to a report in today's issue of the proceedings of the national academy of science.  to construct the partially living electronic circuit, scientists at the max planck institute for biochemistry in germany affixed multiple snail neurons onto tiny transistor chips and demonstrated that the cells communicated with each other and with the chips.  the advance is an important step toward a goal that is still more science fiction than science: to develop artificial retinas or prosthetic limbs that are extensions of the human nervous system."
15365.female.34.indUnk.Cancer.xml,"25,August,2001",urllink ampt online - tv sucks  synopsis:ampt explores a few of the many ways that the greatest communications appliance falls short of living up to its potential.    musicians from sarajevo discuss the use of tv to feed hatred.     the disposable heroes of hiphopcrasy television: drug of the nation      flipper sacrifice (by krist novoselic)
15365.female.34.indUnk.Cancer.xml,"15,August,2001",urllink metroplanet  - your gateway to subways and metros around the world
15365.female.34.indUnk.Cancer.xml,"12,August,2001",urllink carfree cities  a newsletter for those interested in carfree cities. published on-line in the odd-numbered months.
15365.female.34.indUnk.Cancer.xml,"12,August,2001","urllink the case of the missing h-bomb   what's truly chilling is the fact that the pentagon has lost track of the mother of all weapons, a hydrogen bomb. the thermonuclear weapon, designed to incinerate moscow, has been sitting somewhere off the coast of savannah, georgia for the past 40 years. the air force has gone to greater lengths to conceal the mishap than to locate the bomb and secure it."
15365.female.34.indUnk.Cancer.xml,"12,August,2001",urllink inteli-tube pneumatic transportation system  wow.
15365.female.34.indUnk.Cancer.xml,"08,August,2001",urllink transmute : jody bielun
15365.female.34.indUnk.Cancer.xml,"03,August,2001","urllink 5-year spaceguide   international space station assembly flight uf-1, aug. 2001nasa"
15365.female.34.indUnk.Cancer.xml,"03,August,2001","urllink nasa launches 'sun catcher'  with the weather finally cooperating, the unmanned delta rocket climbed through a partly cloudy midday sky and started genesis on a three-year, 20 million-mile, round-trip mission to shed light on the origin of the solar system."
15365.female.34.indUnk.Cancer.xml,"03,August,2001","urllink nanette wylde's site  interesting site. i filled in the belief at http://www.preneo.com/nwylde/beliefcollect.html.  i wrote - ""i believe that beliefs change and evolve. we are all on different paths heading the same direction. leave your notes behind for the next one who crosses this way. sometimes a found clue along the way can make all the difference."" - heatherti@yahoo.com  what do you believe?"
15365.female.34.indUnk.Cancer.xml,"03,August,2001",urllink musée d'art contemporain de montréal  i'm going sunday.
15365.female.34.indUnk.Cancer.xml,"27,September,2001","urllink atom experiment brings teleportation a step closer  london (reuters) - physicists in denmark have made two samples of trillions of atoms interact at a distance in an experiment which may bring star trek-style teleportation and rapid quantum computing closer to reality.  eugene polzik and his colleagues at the university of aarhus are not about to beam anyone up to the starship enterprise, but their research reported in the science journal nature on wednesday makes the idea of instantly transporting an object from one place to another less far fetched.  it involves quantum entanglement -- a mysterious concept of entwining two or more particles without physical contact. albert einstein once described it as ``spooky action at a distance.''"
15365.female.34.indUnk.Cancer.xml,"24,September,2001","urllink earthsong eco-neighbourhood: eco-homes for sale in auckland new zealand   construction is nearing completion on new zealands first sustainable cohousing neighbourhood, incorporating permaculture and eco-design. located in waitakere city, new zealand, this exciting non-profit development combines beautiful rammed earth walls, environmental technologies, healthy non-toxic materials and neighbours who care! some homes are still for sale."
15365.female.34.indUnk.Cancer.xml,"23,September,2001","urllink september 11, 2001   september 11 2001, the tone of america changed.  the news was relentless and none of it was good. words conveyed the events but words failed to tell the emotional tale. as npr covered the events, it was music that gave listeners time to reflect, to digest the images and the impact. so many letters came to npr telling us how comforted they were by the music. in the wake of all that happened i was surprised anyone would take the time to mention the music; it seemed so trivial compared to the weeks' events. i was reminded again why composers score and why players perform. together they create a magnificence that goes beyond the spoken word, both touching the ear and reaching the soul.   i've put together some of that music here, in part to answer some of those letters wondering what we played (precise record keeping was impossible), and also to create an aural snapshot that in some small way tries to capture the tone of a nation shaken and changed.  i hope you find comfort in this edition of all songs considered.  bob boilen director all things considered"
15365.female.34.indUnk.Cancer.xml,"22,September,2001","urllink biodiversity shrinks as farm breeds die out  over the past 15 years, 300 out of 6,000 breeds of farm animal identified by the rome-based u.n. food and agriculture organization (news - web sites) (fao) have become extinct. latest information suggests that 30 percent of the world's farm animal breeds are at risk of disappearing, and their valuable traits, such as their ability to adapt to harsh conditions, disease, drought and poor quality feed, could be lost too. ``once you lose a genetic resource, it's gone forever,'' said ricardo cardellino, the fao's senior officer for animal genetic resources. ``we don't know what we will need in future in terms of genetic resources.''"
15365.female.34.indUnk.Cancer.xml,"16,September,2001","urllink researchers have begun to explain how emotional reactions and logical thinking interact in moral decision-making  princeton university researchers reported in the sept. 14 issue of science that they used functional magnetic resonance imaging (fmri) to analyze brain activity in people who were asked to ponder a range of moral dilemmas.  the results suggest that, while people regularly reach the same conclusions when faced with uncomfortable moral choices, their answers often do not grow out of the reasoned application of general moral principles. instead, they draw on emotional reactions, particularly for certain kinds of moral dilemmas.  the results also show how tools of neuroscience are beginning to reveal the biological underpinnings of the subtlest elements of human behavior, said joshua greene, a graduate student in philosophy who conducted the study in collaboration with scientists in the psychology department and the center for the study of brain, mind and behavior.  ""we think of moral judgments as so ethereal,"" said greene. ""now we're in a position to start looking at brain anatomy and understanding how neural mechanisms produce patterns in our behavior.""  the study focused on a classic set of problems that have fascinated moral philosophers for years because of the difficulty in identifying moral principles that agree with the way people react.  one dilemma, known as the trolley problem, involves a runaway train t"
15365.female.34.indUnk.Cancer.xml,"11,September,2001","urllink from embryo to placenta, gene transfer in primates a success   madison - by successfully inserting a gene from a jellyfish into the fertilized eggs of rhesus monkeys, scientists have managed to make transgenic placentas, placentas where the inserted gene functions as it does in the jellyfish.   writing today, sept. 11, in the proceedings of the national academy of sciences, thaddeus g. golos of the wisconsin regional primate research center at the university of wisconsin-madison, described the successful insertion of a ""reporter gene"" into two fertilized rhesus macaque embryos. the gene, which causes jellyfish cells to produce a robust green glow, likewise conferred this activity on the placental cells where it was found."
15365.female.34.indUnk.Cancer.xml,"05,September,2001","urllink interview with osama bin ladin   john miller: mr. bin ladin, you have issued a fatwa calling on all muslims to kill americans where they can, when they can. is that directed at all americans, just american military, just americans in saudi arabia?  osama bin ladin: as we mentioned before, allah ordered us in this religion to purify muslim land of all non-believers, and especially the arabian peninsula where the keba is. after wwii, the americans became more aggressive and oppressive, especially in the muslim world.      we are surprised this question is coming from americans. each action will solicit a similar reaction. we must use such punishment to keep your evil away from muslims, muslim children and women. american history does not distinguish between civilians and military, and not even women and children. they are the ones who used the bombs against nagasaki. can these bombs distinguish between infants and military? america does not have a religion that will prevent it from destroying all people."
15365.female.34.indUnk.Cancer.xml,"05,September,2001","urllink world reacts with revulsion to u.s. attacks  london (reuters) - world leaders reacted with revulsion on tuesday to what president george bush called an ``apparent terrorist attack'' by aircraft that crashed into the world trade center in new york and the pentagon (news - web sites) in washington. but amid the global horror, palestinian gunmen at refugee camps in lebanon fired into the air on tuesday to celebrate the news of the attacks. ``america and israel are one. this is the result of american policy,'' one palestinian gunman said. no one had yet claimed responsibility. lebanese, palestinian and israeli leaders joined europe, mexico and other countries in condemning the devastating attacks that caused as yet unknown casualties. western european leaders broke off their normal business to return to their capitals for crisis meetings and expressed solidarity with the united states. from every corner of europe, leaders condemned attacks they branded horrendous, abominable, disgusting, monstrous and abhorrent. the european union (news - web sites) said it was the worst attack on america since pearl harbor 60 years ago and was ``one of those few days in life that one can actually say will change everything.'' ``this is an act of war by madmen,'' eu external relations commissioner chris patten told reuters. norway called it the worst terrorist attack in history."
15365.female.34.indUnk.Cancer.xml,"05,September,2001","urllink great news  a powerful new x-ray telescope has yielded evidence that virtually clinches the case for the existence of a supermassive black hole at the center of our galaxy, astronomers say."
15365.female.34.indUnk.Cancer.xml,"04,September,2001","internet access through power lines? they're working on it might you one day connect to the internet via the nearest wall socket? it's possible -- technically, anyway. the mission of the newly minted joint-venture company linecom inc. will be to develop and deploy ""power line communication"" systems in japan, which would push internet access onto existing power lines.  formed among kansai electric power co. and matsushita electric works ltd. in japan and israel's itran communications, the new company will capitalize on kansai electric's knowledge of power-distribution systems, itran's power line communication (plc) technology and matsushita's expertise in system integration and product design to develop a complete, start-to-finish solution, from modems to power-line networking equipment. itran has developed a special modem that links to the internet via household electrical outlets. power company kansai electric intends to launch the service once the the japanese government deregulates the use of high-frequency bands for plc, which is expected to happen early next year.  (story courtesy presentations industry update) http://www.presentations.com/sub/piu/subscribe.html."
15365.female.34.indUnk.Cancer.xml,"04,September,2001",urllink reasons why i do not own tv
15365.female.34.indUnk.Cancer.xml,"03,September,2001","urllink time capsule  enter a date and get a ""time capsule,"" a listing of the top news headlines, songs, toys and books, and sample prices. the list can also be customized by adding your own headlines, songs, etc. to those of history."
15365.female.34.indUnk.Cancer.xml,"21,October,2001",urllink american field guide  immerse yourself in the great outdoors without ever leaving your desk. tap into the sights and sounds from a wide variety of environments throughout america. we've collected over 1400 video clips that enable you to experience america's wilderness firsthand - simply browse the topics or search for your particular interests.
15365.female.34.indUnk.Cancer.xml,"14,October,2001","urllink homestar runner  this animated cartoon series features homestar runner and pals pom-pom, marzipan, and, of course, the villainous strong bad, all looking like computerized color forms - mostly angles and circles. the story lines and songs are simple and goofy, with an addictive charm that could appeal to either preschoolers or really xtreme geeks.  created by mike and matt chapman from a 1996 children's story, homestar was also developed into a primitive snes game using mario paint. part of the charm: the creators walk you through homestar's evolution via the museum, stored in an old filing cabinet. with 'toons, games, downloads and a store where you can buy tee-shirts, stickers and other iconography to feed your habit."
15365.female.34.indUnk.Cancer.xml,"14,October,2001",urllink hairstyle runner  remember that bald man toy you could add hair to with magnetic particles? or you could give him a beard?
15365.female.34.indUnk.Cancer.xml,"13,October,2001","urllink coincidences: remarkable or random? (skeptical inquirer)   ""you don't believe in telepathy?"" my friend, a sober professional, looked askance. ""do you?"" i replied. ""of course. so many times i've been out for the evening and suddenly became worried about the kids. upon calling home, i've learned one is sick, hurt himself, or having nightmares. how else can you explain it?""  such episodes have happened to us all and it's common to hear the words, ""it couldn't be just coincidence."" today the explanation many people reach for involves mental telepathy or psychic stirrings. but should we leap so readily into the arms of a mystic realm? could such events result from coincidence after all?  there are two features of coincidences not well known among the public. first, we tend to overlook the powerful reinforcement of coincidences, both waking and in dreams, in our memories. non-coincidental events do not register in our memories with nearly the same intensity. second, we fail to realize the extent to which highly improbable events occur daily to everyone. it is not possible to estimate all the probabilities of many paired events that occur in our daily lives. we often tend to assign coincidences a lesser probability than they deserve.   however, it is possible to calculate the probabilities of some seemingly improbable events with precision. these examples provide clues as to how our expectations fail to agree with reality."
15365.female.34.indUnk.Cancer.xml,"11,October,2001","urllink to all humans: if you wish to control coincidences in your own life on the planet earth, we will cooperate and determine those coincidences for you under the following conditions:   1) you must know/assume/simulate our existence in ecco  2) you must be willing to accept our responsibility for control of your coincidences.  3) you must exert your best capabilities for your susrvival programs and your own development as an advancing/advanced member of ecco's earthside corps of controlled coincidence workers. you are expected to use your best intelligence in this service  4) you are expected to expect the unexpected every minute, every hour of every day and of every night.  5) you must be able to maintain conscious/thinking/ reasoning no matter what events we arrange to happen to you. some of these events will seem catachlysmic/catastrophic/overwhelming: remember stay aware, no matter what happens/apparently happens to you.  6) you are in our training program for life: there is no escape from it. we (not you ) control the long-term coincidences; you (not we) control the shorter-term coincidences by your own efforts.  7) your major mission on earth is to discover/create that which we do to control the long-term coincidence patterns: you are being trained on earth to do this job...."
15365.female.34.indUnk.Cancer.xml,"11,October,2001","urllink the medieval ""magician"" albertus magnus wrote:  a certain power to alter things indwells in the human soul and subordinates the other things to her, particularly when she is swept into a great excess of love of hate or the like. when therefore the [human soul] falls into a great excess of any passion, it can be proved by experiment that the [excess] binds things together [magically] and alters them in the way it wants. whoever would learn the secret of doing and undoing these things must know that everyone can influence everything magically if [s/he] falls into a great excess."
15365.female.34.indUnk.Cancer.xml,"11,October,2001","urllink  coincidence   -  pronunciation   ko in sih dens    definition  1. the occurrence of two events at the same time, or any other such correspondence of things, as though by chance or without causal relation.   example    what a coincidence that you came in just as i was thinking of you ; his having the same name as his wife's father may or may not be a coincidence.   synonyms    simultaneity {simultaneous} , concurrence (2) , fortuitousness {fortuitous (1)}   crossref. syn.    haphazard   similar words    serendipity , concomitance , congruity , consonance , correspondence , happenstance , accident , fluke2 , luck   related words    identity , conjunction , chance"
15365.female.34.indUnk.Cancer.xml,"11,October,2001","urllink the journalism and films of john pilger  on 2 august 1990 the iraqi army invaded its southern neighbour, kuwait. four days later the united nations responded by imposing a complete trade embargo on iraq. in the ten years since iraq has continued to be the subject of sanctions that affect almost every aspect of life for the average woman, man and child.   with imports of food and medicine severely restricted, malnutrition and disease is now endemic in what was once one of the healthiest countries in the world. a 1999 unicef report calculated that more than half a million children had died as a direct result of sanctions. on average 200 hundred iraqi children are dying every day.   in september 1998, denis halliday head of the un humanitarian programme in iraq resigned claiming he could no longer administer 'an immoral and illegal' policy. his successor, hans von sponeck also later resigned, along with the head of the world food programme.   meanwhile us and uk politicians insist that the sanctions regime is necessary to contain the threat of saddam hussein. when asked on us television whether the death of 500,000 iraqi children as a result of sanctions was justified madelaine albright replied 'i think this is a very hard choice, but the price - we think the price is worth it.'"
15365.female.34.indUnk.Cancer.xml,"09,October,2001","urllink glory box  i'm so tired, of playing playing with this bow and arrow gonna give my heart away leave it to the other girls to play for i've been a temptress too long   just. .   give me a reason to love you give me a reason to be ee, a woman i just wanna be a woman   from this time, unchained we're all looking at a different picture thru this new frame of mind a thousand flowers could bloom move over, and give us some room   give me a reason to love you give me a reason to be ee, a woman i just wanna be a woman   instrumental   so don't you stop, being a man just take a little look from our side when you can sow a little tenderness no matter if you cry   give me a reason to love you give me a reason to be ee, a woman its all i wanna be is all woman   for this is the beginning of forever and ever   its time to move over... ..."
15365.female.34.indUnk.Cancer.xml,"01,October,2001",urllink -- hoogerbrugge.com --  neato
15365.female.34.indUnk.Cancer.xml,"27,December,2001",this is the best collection of links i have ever seen... universal forum of cultures 2004
15365.female.34.indUnk.Cancer.xml,"27,December,2001","bees invade the internet   by bbc news online internet reporter mark ward  soon software that acts like bees or ants could be running the internet.   researchers at the university of california are claiming that we need radically new ways to run the net as more and more people and devices go online.   michael wang and tatsuya suda say that existing methods of keeping the net going will not be able to cope when billions of people, mobile phones, hand-held computers and household appliances are routinely using it to communicate.   what is needed, claim the pair, are self-organising systems inspired by biology.   the researchers are experimenting with discrete programs called agents that have been modelled on bees and ants.   individually these insects are very stupid but put enough of them together and they do a very efficient job of running and maintaining huge structures like nests and hives without any central control.   by contrast, current internet management systems tend to be very centralised and directed by people.   mr wang says that this set-up will be unable to cope when everything from our pcs to refrigerators is online.   no-one will have the time or inclination to ensure that all the devices are doing what they should, he says.   ""the devices should just self-manage or self-organise and just do the right things,"" says mr wang.   many popular web events already struggle to serve all the people that want to see them.   when sir paul mccartney did a webcast of a performance at the cavern in liverpool, servers were overwhelmed by the numbers wanting to watch the show.   under the scheme proposed by the us researchers, as a website increases in popularity the content on it, be it a video or audio stream, will be copied and ferried to websites closer to the people trying to see or hear it.   mr wang says that the user requests are like food and the small software programs that ferry the content across are like bees blazing a trail to the source. the bees ""die"" when users stop requesting clips.   belgian scientist marco dorigo is looking at using small, stupid, ant-like programs to improve the running of the internet. but he is proposing to let the ants run the infrastructure of the net rather than just serve up video clips to people.   the bee-like software entities are programmed with a few simple rules that define what they do.   this rule-based approach is also being used to recreate huge battle scenes for the lord of the rings movie currently being filmed in new zealand.   the troops in the battle scenes are computer-generated orcs, elves, humans and dwarves that have been programmed with a few rules that define their fighting style, who their enemies are and what to do when a foe has been killed.   battle commences when the troops are unleashed on each other and computer cameras record the flow of action."
15365.female.34.indUnk.Cancer.xml,"27,December,2001",iceland launches energy revolution  by environment correspondent tim hirsch  in 1874 the science fiction writer jules verne envisaged a world in which water would replace coal as the fuel of the future.   now the icelanders believe they can turn that dream into reality within a generation - and they are taking the first steps next year in their project to create the world's first hydrogen society.   iceland has already gone further than any other country in exploiting its abundant sources of renewable energy. virtually all of its electricity and heating comes from hydroelectric power and the geo-thermal water reserves tapped from the hot rock layers lying just beneath the surface of this extraordinary island.    read more...
15365.female.34.indUnk.Cancer.xml,"28,January,2002","urllink are we not geeks?     tolkien and his keen readers are often criticised for being stuck in eternal adolescence, and labelled as geeks. i'd like to take a closer look at these labels.   consider how many useful and pragmatic people read therapy and self-help books because they're want to fulfil their potential as balanced, self-aware individuals. many of these books talk about the notion of nurturing one's 'inner child.' the inner child is that part of us that feels enthusiasm and joy most strongly, and which responds most truthfully to the world. well and good; evidently the ""inner child"" is regarded as good and precious. but what can we say about the inner adolescent? why aren't we nurturing the inner adolescent?   i think you can hardly say the phrase 'teenager' these days without immediately thinking of somebody rebellious and confused, or remembering one's own years of irritable awkwardness. we haven't got a lot good to say about teenagers, and yet we should. the author philip pullman wrote something very interesting in response to a question about why he preferred to write for and about teenagers.   at that age, he said, children are becoming aware of the world in a new way, and they have time to ask the big questions: what is the meaning of life, why are we here, what is our purpose? later on we get busy, we get cynical, and we are in danger of forgetting we ever cared.   i'd agree with that. i'd go further and say that for many teenagers, those years are a time of great stress partly because it is an age of idealism and yet they are just beginning to learn about the world's tired habits - its petty hypocrisies, callous persecutions, deadly evasions of responsibility, casual negligence towards justice, and the ignoble worms of greed that gnaw away at the heart of every great enterprise... teenagers rage against the wrongness of the world because they see it more freshly and it wounds them more keenly. as one becomes older, wiser, and tireder, it seems less hassle to take the easy course, to act circumspectly, to be politic more often than honest. i think teenagers rage against growing into that state, and the best of them still believe that they will change the world by virtue of naming and confronting its evils.   i'd like to throw in one of the ultimate romantic poems i've ever come across. it's by an argentinean poet, and to me it sums up that idealism of adolescence which rejects the deceitful world with one grand gesture:   for afterwards  i would like to die when the day is ending on the open sea and looking at the sky; where the agony of death may seem but sleep and the soul may seem a bird which mounts in flight.  and in the final instants i would hear, already with the sky and sea alone, no other sobbing prayers or sobbing voices than those of waves in their majestic fall.  to die when life is sadly hauling back  its golden nets from out the tide's deep green and be like yonder sun that dies down slowly: some very shining thing that's lost from sight.  to die, and young, before unfaithful time destroys the delicate and gentle crown; whilst life still tells us: i am yours although we know so well it will betray us.  manuel gutierrez (1859 - 1895) (translation: gordon challis)  yes, a modern person might find this sentimental and grandiose. it is utterly fantastical in its all-or-nothing approach to life. it offers no gritty pragmatic solutions to the problem of living in a less-than-perfect world. it may be adolescent in its grand gesture of utterly rejecting the world in all its complex awfulness. but would the world be a richer place if everything as great, beautiful and futile as this poem, were banished from our consciousness? i could not bear the loss.   for this is the inner teenager that tolkien and many other fantasy books appeal to. they are books that are about honour and justice and the recognition of absolute good and evil; they are books about daring and courage and ultimate sacrifices and grand gestures against hopeless odds.   nobody has lost that inner teenager who has flung aside their life and decided to change a political system or overturn a scientific belief; or who has shrugged off convention in order to embark on a great love affair across continents and oceans. sadly, it is the inner teenager we appeal to when we send young men off to die in wars; but it is my belief that all those who have risked their lives to stand up against oppression and injustice called on their inner teenager too. because when teenagers look at the status quo they see wrongs, and they name them truthfully, whether society wants to hear or not.   the whole question of geekdom has interested me for a while too. other people are involved in writing more about this, but i'll take the liberty of pre-empting their more extensive study with a few thoughts. firstly, what is a geek? articles like julian dibbell's 'lord of the geeks' article on village voice seem to deride geeks as a minority of outsiders while simultaneously fearing that they're some vast inchoate conspiracy which controls the technology underpinning our modern world. they're losers, he thinks, but by some unfair twist of fate and genetics, they get to spend their lives doing cool things with art, science, technology, popular culture and the media. (and i might add that some of them get shockingly rich doing it too, and have to travel round the world for their pains.)   my own definition of geeks is this: a geek cares about a subject or system so much that they're willing to learn how to master it, whether anyone else cares about it or not. the link between geeks and teenagers exists because before that age, if a child is fascinated by something, we just think they're absorbed in play. it's only when they hit their teen years that we notice geeks because there's some expectation that they should be out partying and socialising. instead they sometimes - or often - put aside their interest in other people because they'd rather be problemsolving on their computer, or memorising the entire history of the plantagenets, or thinking up stories about an imaginary world, or practicing scales for three hours on the violin. sometimes they're fixed on a goal known only to themselves, sometimes they've found a close-knit gang with similar interests, but in any case they'll follow their own instincts or interests, no matter what anybody else thinks.   the larger group of non-geeks is always going to be nervous of somebody who resists the easiest form of social control, which is shame. in their eyes, you should be able to laugh at somebody and tease them for being different, and that should be sufficient to make them toe the line and make a bit more of an effort to appear similar to everyone else. geeks resist that because, well, it'd mean giving up the things that matter more than conformity.   there's always been geeks. mozart? what a nerd! he had to be a geek. who illuminated medieval manuscripts? who preserved literacy during the difficult, violent centuries of the dark ages? geek monks who remembered what civilisation was! who were pythagoras and socrates and archimedes? total geeks every one of them, with their heads in the clouds.   and so i ask, if anything worth doing is to be done: are we not geeks?   written by tehanu@theonering.net"
15365.female.34.indUnk.Cancer.xml,"16,January,2002",urllink wonders of math - the game of life  other wonders of math  fractals chaos tessellations spirograph knots origami conway's game of life mazes lissajous lab roman numeral calculator
15365.female.34.indUnk.Cancer.xml,"07,January,2002","japan scientists grow artificial eyeball -kyodo tokyo (reuters) - japanese scientists have succeeded in growing artificial eyeballs for the first time in the world, kyodo news agency said saturday.  a group of researchers led by makoto asashima, biology professor at tokyo university, succeeded in growing eyeballs in tadpoles using cells taken from frog embryos, kyodo said.  ``since the basics of body-making is common to that of human beings, i think this might help enable people to regain vision in the future,'' asashima was quoted as saying.  the group, after soaking undifferentiated cells from the embryo of a platanna frog in a special medium, transplanted the eyeball into a tadpole whose left eye had been removed before it was hatched, kyodo said.  a week after the transplant, asashima's group confirmed the tadpole's eyeball was connected to the optic nerves and there were no rejection symptoms, it said.   http://dailynews.yahoo.com/h/nm/20020105/sc/japan_eyeball_dc_1.html"
15365.female.34.indUnk.Cancer.xml,"04,January,2002","urllink the lioness and the oryx  a lioness in central kenya has baffled wildlife experts by adopting a baby oryx, a kind of small antelope normally preyed upon by big cats.   reports say the full-grown lioness came across the oryx two weeks ago in the samburu game reserve, scaring off its mother. instead of then attacking the defenceless calf, the lioness adopted the baby, protecting it from other predators, including a leopard.   extraordinarily, the lioness still allowed the mother oryx occasionally to come and feed her calf before chasing her away"
15365.female.34.indUnk.Cancer.xml,"04,January,2002","human rights  dutch civil servants wed nearly 2,000 same-sex couples during the first six months after gay marriages were legalized in 2001, a government agency said wednesday. the gay marriage law that took effect april 1 made the netherlands the first country to grant gay couples the same rights as heterosexual couples, including the right to adopt children. the central bureau of statistics said 2,100 men and 1,700 women had married someone of the same sex by september 30.   what have you done for the world today?  http://www.worldcampaign.net/activate.htm"
15365.female.34.indUnk.Cancer.xml,"01,January,2002","urllink turkish women get equal rights  the new year sees the start of a quiet revolution in turkish society, when centuries of legally enshrined inequality between the sexes are brought to an end.   from 1 january, turkish men are no longer regarded by law as the head of the family. these latest measures included in sweeping reforms to the country's civil code are described by turkey's justice minister, hikmet sami turk, as the result of no less than 50 years' hard work.   women are now legally allowed to take a job without first seeking their spouse's permission, and their husbands no longer have the right to decide unilaterally where a couple will live.   but by far the most significant element of the new legislation is the provision that married women are entitled to an equal share of joint assets in the event of divorce."
